Student_ID,Gender,Age,Branch,CGPA,10th_Percentage,12th_Percentage,No_of_Internships,No_of_Projects,Placed
3490,Female,24,IT,6.71,78.87,80.03,1,6,Yes
3491,Female,21,CSE,6.11,70.43,76.13,0,5,Yes
3492,Male,23,CSE,5.28,54.94,57.87,3,4,Yes
3493,Female,20,IT,5.42,64.13,70.92,0,5,No
3494,Male,25,EE,9.22,95.04,87.98,2,8,Yes
3495,Male,23,IT,7.64,90.51,97.23,1,3,Yes
3496,Male,24,ME,6.22,75.79,82.15,1,4,Yes
3497,Male,25,ECE,7.9,91.54,82.75,1,1,Yes
3498,Female,22,ECE,6.52,68.13,63.64,1,4,Yes
3499,Male,20,ME,5.69,65.9,63.61,1,5,No
3500,Female,24,CSE,5.57,50.18,51.36,0,3,No
3501,Female,20,ECE,5.0,56.89,48.4,0,3,No
3502,Male,23,EE,6.07,69.91,64.91,3,7,Yes
3503,Female,22,CE,5.62,67.25,75.09,1,2,No
3504,Male,23,IT,7.93,88.56,86.03,0,5,Yes
3505,Male,22,CSE,5.0,55.22,48.37,1,1,No
3506,Female,22,CSE,7.54,89.28,94.28,1,4,Yes
3507,Male,21,ME,8.92,90.21,95.82,1,7,Yes
3508,Male,24,IT,7.61,95.89,88.66,2,1,Yes
3509,Female,25,CSE,6.05,79.96,79.58,2,6,Yes
3510,Male,25,ECE,5.93,78.61,76.41,2,4,Yes
3511,Female,24,ME,6.04,56.61,51.52,1,1,No
3512,Female,24,CSE,5.0,65.57,56.33,2,3,No
3513,Male,24,CE,5.0,50.69,46.48,4,4,Yes
3514,Female,24,ME,7.82,87.3,78.11,1,2,Yes
3515,Male,25,ME,9.6,91.97,96.4,1,4,Yes
3516,Male,24,IT,7.03,91.24,81.56,1,0,Yes
3517,Female,25,ECE,5.33,64.0,61.86,1,7,Yes
3518,Male,23,ME,9.47,98.68,100,0,4,Yes
3519,Male,24,IT,8.06,81.43,87.16,2,2,Yes
3520,Male,25,ME,5.0,58.25,64.3,2,5,No
3521,Female,22,CSE,7.32,70.58,69.23,0,6,Yes
3522,Female,23,IT,9.06,91.33,85.18,3,1,Yes
3523,Female,20,ECE,5.65,74.53,69.84,1,3,No
3524,Male,24,ECE,9.52,90.96,97.76,0,3,Yes
3525,Female,20,ECE,7.89,74.63,75.06,3,2,Yes
3526,Female,20,EE,7.91,89.03,96.64,1,5,Yes
3527,Female,20,EE,8.3,77.06,81.64,1,5,Yes
3528,Female,23,ECE,5.0,65.38,66.06,2,6,Yes
3529,Female,23,ME,6.34,72.68,63.87,1,4,Yes
3530,Male,24,CE,7.12,87.34,88.63,2,2,Yes
3531,Male,23,CSE,5.0,51.12,45,1,1,No
3532,Male,20,CSE,9.06,95.85,100,2,3,Yes
3533,Female,24,CSE,8.76,95.49,97.14,2,6,Yes
3534,Male,21,ME,5.0,51.3,56.2,1,5,No
3535,Female,20,CSE,7.48,78.72,72.67,1,1,Yes
3536,Female,21,CSE,8.54,84.62,86.55,2,4,Yes
3537,Male,25,IT,6.2,70.62,66.52,1,4,Yes
3538,Male,21,IT,7.07,83.84,74.08,0,1,Yes
3539,Female,21,CSE,6.45,66.13,67.51,2,3,Yes
3540,Male,25,CSE,7.55,73.44,74.3,0,2,Yes
3541,Male,22,IT,7.6,74.95,68.72,1,3,Yes
3542,Male,25,CSE,5.26,57.47,51.55,1,0,No
3543,Female,20,IT,8.68,86.75,91.49,2,5,Yes
3544,Male,23,EE,6.27,76.35,82.08,2,3,Yes
3545,Male,23,ECE,6.18,62.91,70.48,1,6,Yes
3546,Female,23,EE,5.03,70.94,66.31,1,7,Yes
3547,Male,23,ECE,5.26,60.21,52.35,1,3,No
3548,Female,25,EE,7.18,82.46,76.66,4,5,Yes
3549,Male,24,ME,6.3,66.24,62.87,1,2,Yes
3550,Male,22,CSE,7.38,91.87,95.12,1,5,Yes
3551,Female,23,CSE,5.78,72.86,66.59,1,3,No
3552,Male,20,IT,6.61,80.98,77.4,0,4,Yes
3553,Female,24,CSE,5.0,53.12,45,0,2,No
3554,Male,24,ECE,8.6,81.63,88.6,0,5,Yes
3555,Male,23,IT,7.96,93.58,96.27,1,5,Yes
3556,Male,25,CE,6.34,78.98,81.92,1,4,Yes
3557,Female,20,ME,6.25,70.81,76.16,3,0,Yes
3558,Female,25,ME,5.08,55.71,61.74,1,1,No
3559,Female,23,ECE,5.0,53.82,46.33,1,2,No
3560,Female,20,CSE,8.33,91.6,83.9,4,2,Yes
3561,Male,21,EE,9.72,97.63,97.6,1,4,Yes
3562,Male,23,EE,5.47,66.04,67.48,1,2,No
3563,Male,21,ME,6.81,67.17,65.41,3,3,Yes
3564,Female,23,ME,5.0,55.39,52.3,0,2,No
3565,Female,22,ME,7.93,81.5,87.59,1,5,Yes
3566,Male,23,IT,8.11,93.16,97.77,0,2,Yes
3567,Female,24,IT,8.5,97.67,100,0,5,Yes
3568,Female,22,ME,8.46,95.34,89.94,1,2,Yes
3569,Male,20,IT,7.11,87.0,94.22,3,2,Yes
3570,Female,22,EE,5.17,64.33,69.26,0,2,No
3571,Male,24,ECE,6.98,90.37,84.22,2,2,Yes
3572,Male,23,ECE,5.31,71.34,63.05,2,5,Yes
3573,Male,25,EE,5.91,73.54,67.92,1,3,Yes
3574,Male,23,ECE,7.45,70.22,71.58,0,5,Yes
3575,Male,20,EE,6.08,69.86,69.3,0,5,Yes
3576,Male,24,EE,5.53,50.11,55.66,2,2,No
3577,Male,22,CSE,6.22,86.41,76.63,0,1,Yes
3578,Male,22,CE,7.84,83.88,79.91,2,6,Yes
3579,Male,20,CSE,7.33,88.62,79.11,0,3,Yes
3580,Female,24,CSE,5.0,54.68,60.16,0,6,No
3581,Male,21,CSE,5.33,51.54,47.29,1,2,No
3582,Male,21,EE,5.28,54.68,56.62,0,1,No
3583,Male,22,CSE,7.09,78.22,71.68,1,4,Yes
3584,Male,21,CSE,8.29,85.91,80.48,1,2,Yes
3585,Male,24,IT,7.56,87.85,83.21,2,2,Yes
3586,Male,21,CSE,8.13,86.53,89.66,1,3,Yes
3587,Female,25,CE,8.07,90.23,85.21,2,3,Yes
3588,Female,22,IT,6.96,87.95,83.97,1,7,Yes
3589,Male,20,CSE,6.91,87.44,84.46,2,6,Yes
3590,Female,23,IT,6.08,55.16,53.67,0,3,No
3591,Male,22,ME,9.26,88.1,95.18,1,5,Yes
3592,Male,24,ECE,6.95,83.78,90.45,2,5,Yes
3593,Male,21,CSE,6.29,59.92,66.31,1,7,Yes
3594,Male,23,CSE,8.05,81.41,86.95,1,2,Yes
3595,Female,22,CSE,8.54,96.07,91.23,1,3,Yes
3596,Male,20,IT,6.59,76.38,71.71,2,4,Yes
3597,Female,25,CSE,5.59,54.71,60.2,1,1,No
3598,Male,21,EE,5.0,54.33,48.74,0,1,No
3599,Female,20,CE,6.51,63.42,64.46,4,6,Yes
3600,Female,23,ME,7.83,78.12,70.24,4,3,Yes
3601,Female,23,IT,5.0,65.84,60.84,1,6,No
3602,Female,22,IT,5.84,69.87,76.38,0,1,Yes
3603,Female,24,EE,6.32,64.73,58.6,1,6,No
3604,Female,21,EE,6.96,84.42,81.32,1,4,Yes
3605,Female,23,EE,5.98,76.98,70.91,0,1,No
3606,Male,24,CSE,6.56,69.67,72.6,1,4,Yes
3607,Male,21,CSE,9.51,97.63,91.51,1,3,Yes
3608,Female,22,ECE,5.0,54.92,45.74,2,2,No
3609,Female,23,ECE,5.0,60.61,51.94,1,1,No
3610,Male,25,EE,5.9,82.48,73.97,2,4,Yes
3611,Female,20,CSE,8.09,77.53,83.4,3,3,Yes
3612,Male,20,ME,6.05,79.51,73.95,4,5,Yes
3613,Female,22,IT,5.0,62.8,55.61,1,1,No
3614,Male,25,CSE,7.53,91.03,97.74,3,3,Yes
3615,Female,20,ME,7.67,93.3,97.53,3,5,Yes
3616,Female,20,CE,6.65,64.87,63.22,0,7,Yes
3617,Female,22,CSE,5.91,56.49,56.1,1,1,No
3618,Female,24,CSE,6.35,71.37,76.65,1,6,Yes
3619,Male,24,ME,5.14,53.9,60.42,2,1,No
3620,Male,24,CE,5.0,58.3,59.85,1,0,No
3621,Male,22,CSE,5.0,52.52,53.26,2,3,No
3622,Male,22,IT,8.97,98.92,92.08,2,6,Yes
3623,Female,22,ECE,8.29,89.63,96.45,1,5,Yes
3624,Male,22,IT,8.28,79.62,78.74,1,8,Yes
3625,Male,25,EE,6.97,66.7,64.83,3,2,Yes
3626,Male,21,ME,5.0,59.03,60.52,0,3,No
3627,Male,22,CSE,5.0,68.76,58.9,0,2,No
3628,Female,20,ME,5.0,50.25,54.98,4,3,No
3629,Male,25,ECE,6.38,88.12,79.97,4,8,Yes
3630,Male,20,EE,7.97,98.43,100,0,1,Yes
3631,Male,24,EE,5.67,55.96,61.62,0,1,No
3632,Male,21,IT,7.68,76.27,74.75,1,3,Yes
3633,Female,20,CSE,5.18,54.52,57.59,1,5,No
3634,Female,20,EE,7.33,95.86,92.11,3,5,Yes
3635,Female,23,CE,5.52,58.07,59.65,3,0,Yes
3636,Male,25,EE,7.89,82.58,89.8,0,5,Yes
3637,Male,24,CSE,5.0,53.57,59.68,1,6,Yes
3638,Male,20,EE,8.63,92.71,84.98,2,1,Yes
3639,Male,24,IT,6.96,72.25,75.44,1,2,Yes
3640,Female,24,CSE,6.36,68.89,72.5,3,4,Yes
3641,Female,21,ECE,5.87,78.67,70.75,0,4,Yes
3642,Female,22,CE,8.47,94.29,99.09,1,3,Yes
3643,Male,22,CE,7.52,88.43,89.09,2,4,Yes
3644,Female,25,CSE,6.84,70.54,77.91,0,2,Yes
3645,Male,24,IT,6.04,68.49,71.59,1,2,Yes
3646,Male,23,CE,5.0,54.07,49.8,0,2,No
3647,Male,24,CE,5.0,52.87,49.31,1,2,No
3648,Female,21,EE,7.56,91.6,86.92,2,3,Yes
3649,Male,20,ECE,6.36,83.09,77.42,1,2,Yes
3650,Female,22,CSE,7.96,84.76,80.3,1,7,Yes
3651,Male,24,IT,6.96,72.47,77.7,0,2,Yes
3652,Female,20,CSE,5.0,58.06,56.2,2,2,No
3653,Female,25,ECE,7.22,67.58,74.34,1,4,Yes
3654,Male,21,CSE,5.06,50.99,55.9,1,6,No
3655,Female,23,CSE,7.2,73.78,80.9,2,0,Yes
3656,Male,21,CE,5.05,67.6,61.93,1,4,No
3657,Female,20,IT,9.53,98.32,100,4,1,Yes
3658,Male,20,IT,6.97,88.23,93.01,0,3,Yes
3659,Male,24,CSE,5.0,61.93,58.66,2,1,No
3660,Male,20,CSE,5.93,78.51,74.66,0,6,Yes
3661,Female,22,EE,5.0,53.14,56.46,1,0,No
3662,Female,21,CSE,6.49,64.0,68.03,4,1,Yes
3663,Female,25,EE,7.38,72.81,76.88,1,3,Yes
3664,Male,21,ECE,7.11,88.34,80.47,2,2,Yes
3665,Female,20,EE,8.5,97.73,95.43,1,1,Yes
3666,Male,23,CSE,5.0,51.3,51.66,2,4,No
3667,Male,25,CSE,6.4,85.35,76.43,0,1,Yes
3668,Male,23,CSE,7.04,80.83,79.43,1,1,Yes
3669,Male,24,IT,5.15,57.61,63.25,2,5,Yes
3670,Male,21,CE,5.0,54.11,49.26,1,0,No
3671,Female,23,ME,8.26,87.87,82.29,1,5,Yes
3672,Female,20,CSE,5.85,62.72,58.92,1,3,No
3673,Male,23,ME,6.6,76.23,70.87,1,5,Yes
3674,Male,20,CE,5.78,66.7,60.49,0,1,No
3675,Female,23,ME,5.0,58.02,55.72,1,6,No
3676,Female,22,CSE,5.0,57.08,50.38,3,2,Yes
3677,Male,22,EE,6.32,65.39,68.91,4,2,Yes
3678,Male,23,CSE,5.42,63.66,68.1,1,1,No
3679,Female,22,CSE,6.14,70.25,62.58,1,4,Yes
3680,Male,25,CSE,5.89,70.66,62.93,1,3,Yes
3681,Male,22,EE,6.55,80.08,80.6,2,2,Yes
3682,Male,20,IT,9.38,92.57,94.39,0,5,Yes
3683,Male,24,CE,8.19,83.79,89.17,2,2,Yes
3684,Male,24,ECE,9.09,92.98,89.7,1,4,Yes
3685,Male,25,EE,5.01,56.56,51.83,2,7,Yes
3686,Female,21,ECE,6.34,85.83,78.64,1,5,Yes
3687,Female,23,ECE,7.54,87.53,85.54,1,2,Yes
3688,Female,24,IT,5.0,50.21,45,2,2,No
3689,Female,25,EE,5.19,64.32,70.85,2,5,Yes
3690,Male,21,IT,5.36,72.12,72.49,2,2,Yes
3691,Male,23,ECE,6.68,86.26,77.8,0,3,Yes
3692,Female,22,CE,7.26,92.96,93.75,4,6,Yes
3693,Female,20,CSE,5.0,59.2,53.91,3,6,Yes
3694,Male,25,CE,8.93,92.86,84.25,1,1,Yes
3695,Female,25,EE,8.13,84.72,75.8,0,4,Yes
3696,Female,25,ME,5.0,64.01,65.5,0,2,No
3697,Male,24,IT,7.01,83.67,88.68,2,1,Yes
3698,Male,22,ECE,5.0,67.26,58.16,2,1,No
3699,Female,23,IT,5.1,55.39,60.52,1,1,No
3700,Male,23,ME,7.53,82.2,79.49,2,4,Yes
3701,Female,23,CSE,6.23,67.92,74.62,2,8,Yes
3702,Female,23,ME,6.6,68.88,65.29,1,4,No
3703,Male,20,EE,9.28,92.38,88.37,0,2,Yes
3704,Male,24,IT,6.17,66.03,68.73,0,7,Yes
3705,Female,24,ME,6.26,74.95,70.03,2,1,Yes
3706,Female,22,ECE,5.37,53.26,49.2,3,3,No
3707,Female,20,ME,8.17,88.04,78.16,1,2,Yes
3708,Male,23,IT,6.46,77.45,79.1,0,3,Yes
3709,Male,22,CSE,6.92,75.38,82.36,4,0,Yes
3710,Female,20,ECE,7.85,77.65,76.14,2,4,Yes
3711,Male,25,ME,8.77,96.56,100,3,7,Yes
3712,Female,24,IT,5.97,65.63,68.11,1,3,No
3713,Female,20,ECE,5.26,54.06,45.38,2,2,No
3714,Female,23,CSE,7.65,83.21,74.14,1,6,Yes
3715,Female,20,ME,9.33,90.88,94.99,3,4,Yes
3716,Male,23,IT,6.78,79.89,76.19,2,3,Yes
3717,Female,25,IT,8.65,91.88,85.39,0,4,Yes
3718,Male,22,CE,9.22,98.33,95.17,0,3,Yes
3719,Female,21,ME,6.61,78.39,82.07,2,0,No
3720,Female,23,EE,6.13,70.65,74.37,2,4,Yes
3721,Female,20,ME,5.03,54.71,45.96,3,3,No
3722,Male,23,IT,6.17,78.02,71.78,1,3,Yes
3723,Female,21,CSE,5.03,64.16,63.17,1,1,No
3724,Male,23,ECE,5.0,54.47,49.01,3,4,No
3725,Female,22,EE,6.14,61.76,54.56,0,8,No
3726,Male,25,IT,5.43,67.88,71.9,1,3,Yes
3727,Female,21,CE,5.16,74.4,66.71,2,5,Yes
3728,Female,20,ECE,7.45,82.54,74.09,1,0,Yes
3729,Male,22,CSE,7.16,90.37,89.29,4,2,Yes
3730,Female,25,CSE,6.64,61.49,67.66,3,3,Yes
3731,Female,21,ME,5.03,54.38,45.43,1,4,No
3732,Male,24,ECE,5.61,55.58,45.64,3,4,No
3733,Male,21,IT,8.4,96.64,87.8,3,5,Yes
3734,Male,25,CSE,9.01,95.25,97.96,1,1,Yes
3735,Male,24,CE,5.0,51.21,55.41,4,4,No
3736,Male,24,IT,6.05,72.48,75.03,1,0,No
3737,Female,20,CE,9.08,92.3,83.89,2,7,Yes
3738,Female,20,ME,6.96,71.2,77.94,2,2,Yes
3739,Female,20,ME,5.0,56.86,54.46,4,5,Yes
3740,Male,25,CSE,8.43,89.8,87.49,0,3,Yes
3741,Female,25,ECE,8.82,89.71,83.61,1,4,Yes
3742,Male,20,EE,6.76,69.43,73.4,1,3,Yes
3743,Male,23,ECE,5.71,75.22,77.66,2,2,Yes
3744,Male,23,CE,6.63,65.92,59.29,2,6,Yes
3745,Female,23,IT,7.44,78.6,83.15,0,3,Yes
3746,Male,21,ECE,8.61,97.75,100,0,6,Yes
3747,Male,25,ECE,7.2,65.54,72.18,3,2,Yes
3748,Male,23,IT,5.6,77.02,70.41,2,4,Yes
3749,Male,23,IT,5.0,54.55,54.14,0,8,No
3750,Male,25,IT,5.0,52.14,55.07,1,5,No
3751,Female,24,ME,7.92,74.07,75.58,2,4,Yes
3752,Female,20,CSE,7.72,85.82,78.52,0,4,Yes
3753,Male,22,CSE,7.78,86.96,77.37,2,1,Yes
3754,Male,21,IT,5.22,60.33,52.47,1,6,No
3755,Female,25,CSE,9.51,96.08,100,3,4,Yes
3756,Male,24,ECE,6.43,61.72,68.73,1,0,Yes
3757,Male,25,CSE,6.84,81.46,76.45,2,4,Yes
3758,Female,23,CSE,7.65,85.3,85.07,0,4,Yes
3759,Male,22,IT,5.0,53.21,50.06,1,4,No
3760,Male,24,CSE,6.84,86.63,81.45,1,5,Yes
3761,Female,22,EE,9.58,96.29,97.63,2,2,Yes
3762,Female,24,IT,6.17,57.56,63.05,1,4,No
3763,Male,24,IT,5.25,57.79,63.7,2,4,Yes
3764,Female,22,CSE,8.93,97.79,95.54,1,4,Yes
3765,Female,22,IT,5.0,52.92,60.82,0,2,No
3766,Female,20,CSE,6.22,59.66,52.76,2,2,No
3767,Male,21,CE,7.46,74.01,66.56,1,4,Yes
3768,Female,25,CSE,6.36,77.55,68.06,1,8,Yes
3769,Male,21,EE,6.72,81.17,76.57,2,7,Yes
3770,Male,21,CE,5.0,56.82,55.17,2,4,No
3771,Male,23,EE,6.98,90.79,86.74,2,6,Yes
3772,Male,22,ECE,5.73,63.46,69.1,0,3,No
3773,Female,25,IT,5.0,58.98,61.0,0,3,No
3774,Male,25,EE,5.0,67.08,63.24,2,3,No
3775,Female,25,CSE,5.09,61.38,53.07,3,3,Yes
3776,Male,25,CSE,6.71,72.23,62.79,0,2,Yes
3777,Male,21,CSE,6.06,62.26,53.98,2,4,Yes
3778,Male,23,EE,8.64,87.36,90.81,1,1,Yes
3779,Male,22,ECE,6.8,75.05,79.15,0,4,Yes
3780,Male,21,CSE,8.61,90.78,85.11,0,4,Yes
3781,Male,25,ECE,5.09,52.91,48.95,2,6,No
3782,Female,21,CE,6.84,84.49,82.03,2,7,Yes
3783,Male,21,ME,7.94,76.02,76.03,1,3,Yes
3784,Female,25,CSE,5.0,57.12,58.06,1,0,No
3785,Female,25,CSE,5.0,62.07,54.46,1,3,No
3786,Female,20,EE,5.0,64.35,54.79,1,6,No
3787,Female,25,IT,5.81,71.36,72.43,2,6,Yes
3788,Female,25,CE,6.62,73.71,65.85,1,3,Yes
3789,Male,25,CE,7.71,79.64,76.66,1,1,Yes
3790,Female,24,CSE,5.49,70.94,73.28,0,4,No
3791,Female,21,CSE,7.76,76.95,74.1,2,3,Yes
3792,Male,23,CSE,5.0,51.32,45,1,0,No
3793,Male,24,ME,8.69,91.18,82.64,0,2,Yes
3794,Female,21,CSE,8.51,88.03,84.82,0,3,Yes
3795,Female,25,CE,6.78,81.26,87.11,1,3,Yes
3796,Male,25,ME,6.27,63.34,64.22,0,3,No
3797,Female,22,EE,6.38,76.29,79.31,1,4,Yes
3798,Female,24,EE,6.97,71.87,63.16,1,2,No
3799,Male,24,IT,5.0,57.3,49.07,1,3,No
3800,Male,24,ME,7.74,83.57,74.95,1,1,Yes
3801,Male,23,ME,5.96,61.64,61.82,0,7,No
3802,Male,23,ECE,7.01,72.83,72.02,2,3,Yes
3803,Male,22,CSE,6.44,62.59,65.5,4,6,Yes
3804,Male,22,ECE,8.29,92.7,83.2,1,4,Yes
3805,Male,20,ECE,5.17,53.97,45.95,2,4,No
3806,Male,22,CE,6.57,70.6,69.11,1,3,No
3807,Male,23,ECE,5.9,61.58,59.61,0,5,No
3808,Male,21,ME,5.0,61.79,58.17,2,5,No
3809,Female,24,CSE,5.0,51.24,47.78,0,4,No
3810,Male,22,ME,5.0,52.28,55.41,2,5,No
3811,Female,20,IT,7.46,88.59,94.53,1,5,Yes
3812,Female,20,CSE,7.14,72.4,76.42,0,4,Yes
3813,Male,21,CSE,6.04,69.44,69.01,3,3,Yes
3814,Female,23,IT,7.11,76.39,76.57,3,7,Yes
3815,Female,21,CSE,5.89,63.64,57.6,3,2,Yes
3816,Female,20,ME,7.83,78.26,71.52,2,5,Yes
3817,Male,25,CSE,8.72,95.82,92.72,1,0,Yes
3818,Male,25,CSE,5.0,54.62,54.4,1,2,No
3819,Male,20,ECE,7.66,71.87,72.37,1,1,Yes
3820,Male,23,ECE,7.99,85.73,90.79,1,4,Yes
3821,Female,23,EE,5.32,52.79,45.69,0,1,No
3822,Female,22,CE,6.34,67.44,70.72,1,1,Yes
3823,Female,23,CSE,6.48,60.35,64.76,3,3,Yes
3824,Male,23,CSE,6.1,54.61,55.34,1,3,Yes
3825,Female,23,CSE,6.5,79.24,80.2,3,4,Yes
3826,Female,21,ECE,7.76,83.8,84.42,1,3,Yes
3827,Male,20,CSE,5.63,60.15,64.97,1,3,No
3828,Female,21,CSE,5.09,60.87,68.58,3,5,Yes
3829,Male,24,IT,6.12,78.34,81.92,2,6,Yes
3830,Female,24,IT,5.37,64.5,63.79,0,5,Yes
3831,Female,21,EE,9.33,94.94,94.81,0,6,Yes
3832,Male,25,CSE,9.64,94.63,98.62,0,5,Yes
3833,Female,25,CSE,7.53,77.32,83.13,2,6,Yes
3834,Female,23,CE,8.61,94.33,86.24,0,2,Yes
3835,Male,24,IT,6.2,78.0,72.7,2,5,Yes
3836,Male,20,IT,5.0,60.66,51.61,3,5,Yes
3837,Male,25,IT,8.52,96.94,87.77,2,3,Yes
3838,Female,23,CSE,6.01,63.6,66.73,2,4,Yes
3839,Male,23,EE,9.32,93.71,89.63,3,3,Yes
3840,Male,21,CSE,6.78,80.46,73.92,0,5,Yes
3841,Female,25,IT,5.0,50.55,57.11,2,4,No
3842,Female,20,EE,7.54,75.74,79.99,2,1,Yes
3843,Male,25,CSE,5.19,65.32,71.55,1,4,No
3844,Male,22,ME,6.35,77.08,82.43,4,0,Yes
3845,Male,22,CSE,6.7,79.45,77.36,3,1,Yes
3846,Male,25,CSE,5.15,66.48,74.29,2,2,No
3847,Male,24,ECE,7.82,84.63,90.78,1,6,Yes
3848,Female,20,EE,7.99,80.56,79.71,1,1,Yes
3849,Female,20,EE,5.15,65.6,61.35,2,4,No
3850,Female,21,CSE,6.24,68.73,65.6,3,3,Yes
3851,Male,22,CSE,5.9,76.33,68.01,2,4,Yes
3852,Female,24,EE,9.06,90.95,95.22,1,2,Yes
3853,Male,20,IT,6.68,82.99,82.21,1,2,Yes
3854,Male,24,CSE,5.0,61.67,55.43,3,5,Yes
3855,Female,22,ME,6.59,74.88,78.85,1,2,Yes
3856,Male,24,CE,6.65,77.17,73.35,0,6,No
3857,Female,21,CE,9.37,91.78,93.18,2,8,Yes
3858,Female,23,ME,7.89,92.42,86.9,3,6,Yes
3859,Male,22,ECE,7.72,91.14,89.61,1,1,Yes
3860,Male,20,ME,6.97,89.11,85.23,1,3,Yes
3861,Female,25,EE,7.47,81.61,83.62,1,3,Yes
3862,Female,23,CSE,8.36,84.34,82.58,2,6,Yes
3863,Male,20,CSE,5.0,62.78,60.71,0,5,No
3864,Male,25,CE,6.25,71.95,68.01,1,3,No
3865,Female,20,ECE,7.49,74.75,81.74,1,4,Yes
3866,Female,25,CSE,6.59,63.92,57.65,2,4,Yes
3867,Male,20,CE,9.27,98.62,93.63,0,3,Yes
3868,Female,24,ME,5.0,61.24,57.42,2,5,No
3869,Male,24,ECE,6.91,73.11,75.76,3,5,Yes
3870,Female,21,IT,8.29,98.04,100,1,5,Yes
3871,Female,23,ME,5.15,64.74,72.61,1,5,No
3872,Male,21,ME,5.22,69.95,70.02,1,3,No
3873,Male,20,CSE,5.0,53.89,57.64,1,4,No
3874,Female,25,CSE,7.93,87.2,88.77,1,6,Yes
3875,Male,22,ECE,6.76,87.19,78.07,1,1,Yes
3876,Female,21,CSE,7.45,83.32,77.12,1,5,Yes
3877,Female,21,CSE,6.13,76.32,78.46,0,3,Yes
3878,Male,25,CE,5.3,71.98,65.94,1,2,No
3879,Male,23,CSE,5.37,70.26,62.71,1,4,Yes
3880,Male,24,CE,6.82,79.67,84.32,1,5,Yes
3881,Male,22,EE,9.34,96.11,100,0,3,Yes
3882,Female,22,ME,9.34,92.59,99.91,1,3,Yes
3883,Male,22,ME,5.0,51.1,56.7,1,3,No
3884,Male,20,CSE,8.36,86.96,90.76,0,4,Yes
3885,Male,25,CSE,9.11,91.7,94.99,1,3,Yes
3886,Male,22,EE,7.09,66.83,66.29,1,4,Yes
3887,Male,21,CE,7.76,92.38,84.72,4,4,Yes
3888,Female,20,ME,5.44,51.8,50.2,1,1,No
3889,Male,22,ECE,7.48,86.92,83.43,0,5,Yes
3890,Female,25,IT,5.62,65.4,56.85,2,3,No
3891,Female,22,IT,5.0,53.75,56.89,1,1,No
3892,Female,24,ECE,5.19,50.0,52.97,1,4,No
3893,Female,24,CE,6.88,84.7,74.98,0,3,Yes
3894,Female,20,ECE,6.2,80.32,75.29,0,2,Yes
3895,Female,21,ECE,8.31,94.51,99.91,2,5,Yes
3896,Male,21,CSE,5.3,52.68,45,1,3,No
3897,Male,21,CSE,6.62,78.95,70.58,2,3,Yes
3898,Male,22,ME,5.0,50.13,46.02,0,7,No
3899,Female,25,CSE,7.61,74.72,76.33,4,4,Yes
3900,Female,23,IT,8.74,95.36,100,0,1,Yes
3901,Male,24,EE,5.0,50.42,46.82,1,7,No
3902,Male,20,IT,9.51,96.59,100,1,2,Yes
3903,Female,22,IT,8.04,80.51,81.67,1,5,Yes
3904,Female,21,CE,6.46,77.15,73.9,1,6,Yes
3905,Male,22,ME,6.33,58.71,58.39,0,2,No
3906,Female,20,ECE,6.18,85.11,75.85,0,4,Yes
3907,Female,21,CSE,7.16,84.48,92.16,3,1,Yes
3908,Male,23,ME,5.0,61.87,65.61,1,7,No
3909,Male,21,ECE,5.0,59.47,51.1,2,1,No
3910,Male,25,IT,5.0,59.59,50.56,0,2,No
3911,Male,23,ECE,5.96,54.31,57.13,2,6,Yes
3912,Female,22,EE,6.38,65.33,63.55,2,2,Yes
3913,Male,22,CSE,7.54,77.36,84.89,0,3,Yes
3914,Female,22,IT,5.0,52.7,48.22,2,5,No
3915,Male,20,CE,7.86,86.66,94.34,2,0,Yes
3916,Female,25,EE,6.39,81.19,74.07,2,1,Yes
3917,Male,24,CE,5.53,57.45,48.96,1,4,No
3918,Female,24,ECE,5.92,68.69,61.32,2,3,Yes
3919,Female,25,CSE,6.15,66.92,61.07,2,7,Yes
3920,Male,21,ME,7.34,77.01,75.22,0,0,Yes
3921,Female,22,ECE,6.77,80.17,83.4,0,3,Yes
3922,Female,20,IT,5.0,59.13,62.04,2,4,Yes
3923,Female,25,CE,8.52,94.76,100,2,0,Yes
3924,Male,21,CSE,5.71,70.51,66.97,1,3,Yes
3925,Female,24,CE,5.0,52.04,52.47,0,4,No
3926,Male,23,IT,6.27,83.7,77.38,1,4,Yes
3927,Female,21,ECE,6.66,74.11,73.27,2,3,Yes
3928,Female,24,EE,5.65,61.65,55.36,0,4,No
3929,Male,24,CSE,5.06,54.32,46.08,0,3,No
3930,Male,24,CSE,7.09,86.91,93.16,1,0,Yes
3931,Male,20,ME,8.01,85.78,91.2,2,5,Yes
3932,Female,25,ECE,6.49,65.09,65.69,1,5,Yes
3933,Female,21,IT,5.0,56.28,50.59,0,5,No
3934,Female,24,IT,5.3,60.83,62.67,0,4,No
3935,Female,23,ME,7.81,75.91,79.77,1,5,Yes
3936,Female,22,ME,7.87,96.02,95.65,3,4,Yes
3937,Male,20,ME,5.0,55.43,49.36,0,3,No
3938,Male,24,EE,7.69,83.39,88.36,1,3,Yes
3939,Female,22,IT,6.32,77.03,75.66,1,3,Yes
3940,Male,20,CSE,6.87,81.17,72.63,3,5,Yes
3941,Female,21,CE,7.62,84.3,83.09,1,2,Yes
3942,Male,25,IT,8.08,75.8,78.11,0,3,Yes
